MOVIE NAME,IMDB RATING (out of 10)
The Supreme Temptation,6.2
The Surf Girl,6.8
Susan Rocks the Boat,7.2
Susie Snowflake,4.2
"Susie, the Sleuth",6.6
The Suspect,7.8
Suzanne,4.2
Svartsjukans följder,6.3
Svärmor på vift,5.3
Sweet Kitty Bellairs,5.3
Das Tagebuch des Dr. Hart,4.8
Taking a Chance,5.5
Taking a Rest,6.8
The Taming of Grouchy Bill,6.8
Tangled Fates,5.8
Tangled Hearts,7.2
Tante Röschen will heiraten,5.8
The Tarantula,5.8
The Target,7.2
Tauromanías o La vocación de Rafael Arcos,5.9
Tauromaquias,5.7
Teddy at the Throttle,5.9
Temptation and the Man,6.5
Tennessee's Pardner,6.4
Tenorios modernos en Barcelona,5.5
A Terrible Tragedy,6.1
The Test,6.6
Thais,5.1
That Gal of Burke's,7.3
Their Anniversary,6.2
Their First,6.6
Their Honeymoon,6.4
Them Was the Happy Days!,6.4
Then I'll Come Back to You,6.5
Therese,6.5
The Third Party,5.6
Thirty Days,4.1
This Way Out,7.2
The Thoroughbred,6.4
Thou Shalt Not Covet,7.4
The Thousand-Dollar Husband,7.6
The Three Godfathers,7.0
The Three Musketeers,6.2
The Three Slims,5.7
The Three Wishes,7.7
Through the Wall,5.4
Thrown to the Lions,5.9
Tigre reale,4.8
To Another Woman,5.2
To Have and to Hold,5.9
Todo lo vence el amor,6.1
Tom Brown's Schooldays,7.3
Tom's Sacrifice,5.2
Tom's Strategy,3.6
The Tongues of Men,6.7
Too Many Chefs,6.7
The Tortured Heart,5.6
The Toyland Paper Chase,5.3
Tractores y Malacate o Feria agrícola de Almudébar,6.3
The Trail of Chance,6.7
The Trail of the Lonesome Pine,7.0
The Traveling Salesman,6.0
Trilby's Love Disaster,6.9
Triple Trouble,7.7
Trouble Enough!,7.3
The Truant Soul,5.9
Truthful Tulliver,5.6
The Try Out,5.9
Trägen vinner eller Calle som skådespelare,6.5
A Tugboat Romeo,6.4
The Turn of the Wheel,7.2
The Twin Triangle,6.3
The Twinkler,6.4
Twisted Trails,6.2
Two for Hire,5.8
Two Men of Sandy Bar,6.9
Ultus and the Grey Lady,6.4
Ultus 5: The Secret of the Night,6.7
"Ultus, the Man from the Dead",5.5
Un mariage de raison,6.2
Und die Liebe siegt,5.9
Under Azure Skies,5.4
Under Cover,5.0
Under Two Flags,6.9
Undine,7.0
Unfriendly Fruit,7.2
Unheilbar,6.3
Unprotected,5.0
Der unsichtbare Mensch,6.1
The Unwelcome Mother,8.4
Ups and Downs,7.3
The Vagabond Prince,5.7
The Vagabond,6.9
The Valiants of Virginia,6.4
Vampire Ambrose,5.0
The Velvet Paw,5.8
Vengeance Is Mine!,5.8
"Vera, the Medium",8.1
Vergödö szívek,6.5
Vice Versa,6.0
The Victim,6.0
The Victoria Cross,5.6
The Victory of Conscience,5.1
Christophe Colomb,7.4
La vida y la muerte,6.5
The Village Blacksmith,6.9
The Village Vampire,7.3
Vingarne,6.3
The Vital Question,4.2
The Vixen,5.5
The Voice of Love,8.0
Vultures of Society,6.0
Vägen utför,4.8
The Wager,7.2
The Waifs,6.4
The Waiters' Ball,7.2
The Wall Between,6.0
Wall Street,6.6
A Wall Street Tragedy,5.1
Das wandernde Licht,7.0
Wanted: A Home,6.0
Wanted: A Husband,6.3
Wanted: A Widow,5.7
The War Bride's Secret,6.3
War Brides,5.7
The Water Cure,6.2
Water Stuff,5.0
The Way of the Redman,4.9
The Way of the World,6.2
The Weakness of Man,5.7
The Weakness of Strength,7.1
Der Weg des Todes,6.0
"Wege, die ins Dunkle führen",6.2
A Western Masquerade,7.3
The Wharf Rat,6.8
What Love Can Do,5.6
What Will People Say?,5.7
What's Sauce for the Goose,5.5
When Cupid Slipped,7.1
When Knights Were Bold,5.5
When Papa Died,7.0
When the Wolf Howls,6.5
Where Are My Children?,5.6
Where Love Leads,7.2
The Whirlpool of Destiny,5.9
The Whispered Name,6.0
Who Killed Joe Merrion?,5.4
Whom the Gods Destroy,6.0
Whoso Findeth a Wife,7.6
Whoso Is Without Sin,7.4
The Wicked City,5.2
Wife and Auto Trouble,6.5
A Wife at Bay,6.1
A Wife in a Hurry,5.4
A Wife's Sacrifice,5.3
A Wild Girl of the Sierras,7.9
Wings and Wheels,5.3
The Witch,6.5
Witchcraft,7.3
The Witching Hour,6.4
With a Life at Stake,6.6
The Woman in 47,5.6
The Woman in the Case,5.8
The Dagger Woman,6.2
A Woman's Daring,6.0
A Woman's Eyes,4.8
A Woman's Fight,5.9
The Woman's Law,7.2
A Woman's Way,6.2
The Wood Nymph,6.3
Working Out with Police Dog,5.5
The World Against Him,6.1
The World and the Woman,6.5
The World's Great Snare,6.5
The Worst of Friends,5.7
The Writing on the Wall,5.4
The Wrong Door,5.7
The Yaqui,6.1
The Years of the Locust,5.5
The Yellow Menace,4.5
The Yellow Passport,6.7
The Yellow Pawn,6.8
A Yoke of Gold,6.6
Get the Boy,5.6
Youth's Endearing Charm,7.0
Der zehnte Pavillon der Zitadelle,7.1
Zirkusblut,5.7
Zwischen halb 11 und 11,6.3
Zyte,5.7
Ålderdom och dårskap,5.5
A 44-Calibre Mystery,6.7
'49-'17,4.8
The Accomplice,5.8
The Adopted Son,6.8
The Adventurer,5.5
The Adventurer,6.2
An Alabaster Box,5.8
Aladdin and the Wonderful Lamp,5.5
Aladdin from Broadway,7.7
Aladdin's Other Lamp,6.5
Alexander den Store,4.9
Alias Mrs. Jessop,6.3
The Alien Blood,6.9
Alimony,4.6
All Aboard,6.8
All for a Husband,5.1
All Avenges Itself,6.8
Alma de sacrificio,5.2
"Alma, Where Do You Live?",6.2
The Almost Good Man,5.6
An Amateur Orphan,5.1
The Amazons,6.3
American - That's All,5.8
The American Consul,6.8
The Secret of Lost Valley,5.9
The American Heiress,7.5
American Methods,5.5
An American Widow,5.2
El amor que huye,6.4
Andrey Kozhukhov,6.8
The Angel Factory,6.0
Angoisse,6.2
Annie-for-Spite,6.8
The Antics of Ann,6.5
Anything Once,5.7
The Apple-Tree Girl,5.4
El apóstol,6.1
Are Waitresses Safe?,7.2
The Argyle Case,4.9
Arms and the Girl,5.4
Art Aches,6.9
As Man Made Her,5.6
As Men Love,7.0
At First Sight,7.1
The Auction Block,6.2
The Auction of Virtue,6.6
Auld Lang Syne,6.3
Auld Robin Gray,6.6
Auto Intoxication,7.1
Avarice,5.9
The Avenging Trail,6.9
Aventuras de Jim Trot,4.6
Aventuras del Noi de Tona,5.0
The Awakening of Ruth,6.7
Bab the Fixer,5.3
Bab's Burglar,6.1
Bab's Diary,5.7
Bab's Matinee Idol,6.6
The Babes in the Woods,5.9
Babette,6.5
Baby Mine,8.2
Back of the Man,5.8
The Bad Boy,4.8
A Bad Little Good Man,6.0
The Bandit's Double,6.5
The Bar Sinister,6.5
Barbary Sheep,5.5
Barberousse,7.0
"Baree, Son of Kazan",5.6
Baroneßchen auf Strafurlaub,5.8
Barranca trágica,4.9
Barred from the Bar,6.1
The Barrier,4.8
Bartered Youth,7.0
Bashful,5.7
The Battling Bellboy,6.0
The Beautiful Impostor,7.0
Because of a Woman,5.7
A Bedroom Blunder,5.3
Behind the Map,5.2
Behind the Mask,7.1
The Bell Hops,6.2
Beloved Adventuress,5.0
Beloved Jim,6.3
The Betrayal of Maggie,6.7
Betrayed,5.7
Betsy Ross,6.7
Betsy's Burglar,5.8
Betty to the Rescue,5.8
Big Timber,5.7
Das Bildnis des Dorian Gray,6.7
The Birth of Patriotism,7.3
The Bitter Truth,5.8
Black Evidence,6.1
Blackmail,6.0
Blind Man's Luck,6.9
Bliss,6.7
Blood-Stained Russia,4.5
Blue Jeans,6.4
The Blue Streak,6.1
The Blouse King,6.0
The Boarding House,5.5
Bobby Bumps Adopts a Turtle,4.2
Bobby Bumps Daylight Camper,5.8
"Bobby Bumps, Early Shopper",4.3
Bobby Bumps at Fido's Birthday Party,5.8
Bobby Bumps Outwits the Dogsnatcher,5.7
Bobby Bumps Starts for School,5.9
Bobby Bumps Submarine Chaser,6.1
Bobby Bumps Volunteers,7.6
Bobby Bumps in the Great Divide,6.0
Bobby Bumps' Amusement Park,6.5
Bobby Bumps' Fourth,5.1
Bobby Bumps' Tank,6.1
Bobby Bumps' World Serious,6.1
"Bobby Bumps, Chef",5.8
"Bobby Bumps, Office Boy",5.8
"Bobby Bumps, Surf Rider",6.8
Bobby als Amor,4.5
"A Bold, Bad Knight",6.2
Bombs and Bandits,5.8
The Bond Between,6.4
Bond of Fear,6.5
Bondage,6.9
The Book Agent,5.6
Boomer Bill Goes to Sea,5.5
Boomer Bill's Awakening,6.9
The Bottle Imp,4.9
The Bottom of the Well,5.3
Box Car Bill Falls in Luck,6.7
The Boy Girl,4.4
The Brand of Satan,6.1
Brand's Daughter,6.0
The Breaker,4.4
The Bride's Silence,7.2
Bringing Home Father,5.5
Broadway Arizona,6.1
Broadway Jones,5.9
The Broadway Sport,4.8
The Bronze Bride,5.5
Brottmålsdomaren,6.1
Bucking Broadway,5.5
Bucking the Tiger,5.4
Bungalowing,7.3
Bunked and Paid For,6.6
The Burglar,5.4
Burning the Candle,6.5
The Butcher Boy,8.2
The Butcher's Nightmare,7.0
By Right of Possession,7.8
By the Sad Sea Waves,5.1
Peace's Road,6.4
Cactus Nell,7.2
The Call of Her People,5.6
The Call of the East,6.6
Camille,4.4
Campeonato de Patinagem,7.4
Campeonato de Ténis nas Laranjeiras,6.5
Canning the Cannibal King,7.7
Captain Kiddo,5.4
Captain of the Gray Horse Troop,7.1
The Car of Chance,6.3
A Case at Law,5.8
The Case of Doctor Standing,5.9
Castles for Two,5.0
Catcher's Love,5.6
Caught in the End,7.3
The Chamber of Horrors,7.0
Chanson triste,5.8
Charity Castle,7.0
The Charmer,5.2
Chased Into Love,5.9
The Checkmate,5.3
Cheerful Givers,6.6
The Cheese Tamers,7.1
A Chemical Calamity,7.3
Chernaya lyubov,5.8
Cheyenne's Pal,6.9
A Child of the Wild,7.3
The Church and the Woman,7.8
Um Chá nas Nuvens,7.3
The Cinderella Man,6.8
"Cipriano, bailarín a pesar suyo",5.7
A Circus Cyclone,4.6
The Circus of Life,5.3
The Clean Gun,5.3
The Clean-Up,5.3
Cleopatra,6.3
A Clever Dummy,4.3
The Climber,5.7
The Clock Struck One,5.8
The Clock,5.9
A Close Resemblance,6.7
The Cloud,4.9
Clover's Rebellion,5.3
Clubs Are Trump,6.1
The Co-respondent,7.2
The Cold Deck,7.0
Colonel Heeza Liar on the Jump,4.8
Colonel Heeza Liar's Temperance Lecture,6.6
"Colonel Heeza Liar, Detective",6.1
"Colonel Heeza Liar, Spy Dodger",5.7
Come Through,5.0
The Common Cause,6.7
Commuting,6.6
Coney Island,5.8
The Conqueror,5.2
The Corner Grocer,6.2
Corrida Automobilística ao Norte de Portugal,5.3
The Cost of Hatred,6.0
The Countess Charming,5.4
A Country Hero,4.0
The Courage of Silence,5.6
Cows and Caws,7.4
The Cricket,6.2
The Crimson Dove,7.1
Cupid by Proxy,6.1
The Cure,5.2
Damned Millions,7.0
The Dancer's Peril,6.3
Danger Trail,5.7
Dangers of a Bride,6.8
A Dark Room Secret,6.4
Darkest Russia,6.2
The Darling of Paris,6.1
Daughter of Destiny,6.3
A Daughter of the Poor,7.4
A Day in Camp,5.4
The Dazzling Miss Davison,5.3
The Debt,6.3
The Deemster,6.1
The Defeat of the City,6.5
The Dentist,6.8
The Derelict,5.7
The Desert Man,7.2
La déserteuse,5.6
The Desire of the Moth,6.9
Det finns inga gudar på jorden,4.8
Ein Detektiv-Duell,6.5
The Devil's Assistant,5.9
The Devil's Bait,6.4
The Devil's Pay Day,5.9
The Devil-Stone,6.8
Diamonds and Pearls,5.3
La dicha ajena,5.5
The Dipper,5.1
The Divorce Game,6.4
El doctor Rojo,7.5
Dodging His Doom,5.4
A Dog Catcher's Love,6.3
A Dog's Life,6.6
The Dog,6.3
A Doll's House,6.8
The Door Between,6.7
The Dormant Power,5.8
Double Crossed,5.7
The Double Room Mystery,6.4
The Double Standard,5.0
Down to Earth,5.7
Drama's Dreadful Deal,6.8
Dropped from the Clouds,5.6
Durand of the Bad Lands,6.0
Each to His Kind,6.7
The Easiest Way,6.9
Easy Money,6.5
Easy Street,6.6
The Edge of the Law,7.5
Efficiency Edgar's Courtship,5.7
Die Eheschule,5.3
Ehestiftung mit Hindernissen,5.7
The Empress,5.0
The Empty Gun,4.8
Empty Pockets,6.0
En defensa propia,4.6
En la sombra,7.0
En pos de la ilusión,5.8
The Enchanted Kiss,6.0
Enlighten Thy Daughter,5.3
Ensueños,6.3
Envar sin egen lyckas smed,6.1
Envy,6.4
Erblich belastet,6.7
Escalada do Zimbório da Estrela,5.7
Eternal Love,5.8
The Eternal Mother,4.9
The Eternal Sin,6.6
The Eternal Temptress,5.7
Even As You and I,7.0
An Even Break,5.8
Every Girl's Dream,5.3
The Evil Eye,8.0
Exile,6.3
Out of the Far East,6.7
The Eyes of the World,6.4
The Colonel,7.8
The Fable of All That Triangle Stuff As Sized Up by the Meal Ticket,6.6
"The Fable of Prince Fortunatus, Who Moved Away from Easy Street, and Silas, the Saver, Who Moved In",6.0
The Fable of What Transpires After the Wind-Up,6.7
The Fable of What the Best People Are Not Doing,5.9
The Fable of the Back-Trackers from the Hot Sidewalks,7.0
The Fable of the Film Fed Family,6.6
The Fable of the Girl Who Took Notes and Got Wise and Then Fell Down,6.0
The Fable of the Speedy Sprite,7.5
The Fable of the Toilsome Ascent and the Shining Table Lamp,6.4
The Fable of the Twelve-Cylinder Speed of the Leisure Class,5.9
The Fable of the Uplifter and His Dandy Little Opus,6.3
The Fable of the Wandering Boy and the Wayward Parents,5.8
The Fable of the Willing Collegian Who Wanted to Get a Foothold,5.2
Face Value,5.3
Faint Heart and Fair Lady,4.7
The Fair Barbarian,7.3
The Fall of the Romanoffs,6.9
The False Friend,6.1
The Family Honor,5.1
Fanatics,5.4
The Man from Painted Post,5.1
The Fatal Ring,4.0
Faun,3.9
Die Faust des Riesen,5.5
Fear Not,6.9
Feet of Clay,5.7
The Fettered Woman,7.7
The Fibbers,5.4
The Field of Honor,6.6
Fighting for Love,6.7
A Rough Shod Fighter,5.5
The Fighting Gringo,5.7
Fighting Mad,5.8
Fighting Odds,5.6
The Fighting Trail,5.4
Filling His Own Shoes,6.3
The Final Fraud,4.7
The Final Payment,5.6
The Firefly of Tough Luck,6.2
Fires of Rebellion,5.5
Five Little Widows,6.5
The Flame of Youth,6.4
Flames,6.3
Flames of Treachery,6.2
The Flashlight,4.6
The Flirt,5.6
Flirting with Death,4.8
Peach Blossom,6.2
The Flower of Doom,7.0
Flying Colors,6.7
Follow the Girl,5.0
The Food Gamblers,6.1
The Foolish Virgin,4.4
Fools for Luck,6.9
For France,7.0
For Liberty,6.1
For Valour,6.1
Forbidden Paths,6.1
Forget-Me-Not,6.0
The Fortunes of Fifi,4.6
De forældreløse,6.0
A Four Cent Courtship,6.2
The Frame-Up,5.9
Freckles,7.3
Der Fremde,5.8
Der Friedensreiter,6.3
Frightened Flirts,5.8
The Fringe of Society,6.9
Fru Bonnets felsteg,5.4
The Fuel of Life,6.8
Fuerza y nobleza,5.6
Furcht,7.1
Earth's Man,6.0
För hem och härd,5.2
The Suburban Vicar,6.4
A Game of Wits,5.5
The Garden of Allah,6.3
The Gates of Doom,5.0
The Gay Lord Quex,5.4
Die Geburt der Venus,5.8
Het geheim van Delft,5.7
Das Geheimnis der Briefmarke,5.6
Der geigende Tod,5.5
The Gentle Intruder,5.3
Das Geschäft,7.3
Getting the Evidence,5.8
The Ghost House,6.8
The Gift Girl,5.4
Gift o' Gab,5.6
The Girl God Made for Jones,5.7
A Girl Like That,5.5
The Girl Who Won Out,6.2
The Girl Without a Soul,5.5
The Girl and the Crisis,4.2
A Girl at Bay,7.6
The Girl at Home,5.7
The Girl by the Roadside,6.5
The Girl in the Checkered Coat,5.3
A Girl of the Timber Claims,5.8
A Girl's Folly,5.6
Gitana cañí,7.5
Gladys' Day Dreams,4.2
Gloria transita,6.0
Glory,6.5
The Glory of Yolanda,4.9
God's Law and Man's,5.3
God's Man,7.2
Goin' Straight,5.6
The Golden Bullet,5.4
The Golden Fetter,7.1
Golden Rule Kate,5.7
Das goldene Kalb,4.7
El golfo,7.2
The Good for Nothing,5.4
Gouden ketenen,6.8
Gratitud,5.4
The Gray Ghost,5.3
Great Expectations,6.2
The Great Hansom Cab Mystery,5.5
The Great Secret,7.1
The Greater Law,5.2
The Greatest Power,6.6
The Green Door,6.4
The Grit of a Jew,5.0
The Gun Fighter,6.7
Gólyakalifa,6.4
Hair-Trigger Burke,6.6
The Death-Bell,6.9
Hamlet,6.2
The Hand That Rocks the Cradle,6.5
Hands Up!,5.9
Hans Trutz im Schlaraffenland,4.9
Happiness,5.7
Happiness of Three Women,5.1
The Happy Warrior,6.8
Harrison és Barrison,6.0
Hash,6.1
Hashimura Togo,5.7
Hate,5.8
The Hater of Men,6.8
The Haunted House,5.4
The Haunted Pajamas,6.1
The Hawk,6.1
He Had 'em Buffaloed,4.3
He Tries His Hand at Hypnotism,6.1
He Winked and Won,6.3
Heart and Soul,6.3
The Heart of Ezra Greer,7.0
The Heart of Texas Ryan,6.1
The Heart of a Lion,5.3
Hearts and Saddles,5.1
Heart Strings,6.9
Heir of the Ages,5.8
Hell Morgan's Girl,6.0
Henry's Ancestors,4.0
Her Anniversaries,5.2
Her Better Self,6.1
Her Circus Knight,6.4
Her Condoned Sin,5.1
Her Country's Call,6.0
Her Fame and Shame,5.8
Her Fighting Chance,5.3
Her First Love,6.4
Her Fractured Voice,5.5
Her Greatest Love,6.4
Her Iron Will,6.9
Her Lesson,6.6
Her Nature Dance,5.7
Her Official Fathers,7.0
Her Right to Live,7.0
Her Silent Sacrifice,7.1
Her Soul's Inspiration,5.5
Her Strange Wedding,6.7
Her Temptation,5.8
Her Torpedoed Love,6.4
La herencia del diablo,8.0
The Hero of the Hour,5.0
The Hidden Children,6.4
The Hidden Hand,5.7
The Hidden Spring,5.2
The High Cost of Living,7.2
The High Cost of Starving,5.4
High Finance,7.0
The High Sign,7.4
High Speed,8.6
The Highway of Hope,7.1
La hija del mar,6.9
Hilde Warren und der Tod,6.2
A Trip to Mars,5.8
His Bogus Boast,5.6
His Curiosity,5.3
His Deadly Calm,5.5
"Her Excellency, the Governor",6.6
His Fatal Beauty,5.1
His Father's Son,7.4
His Naughty Thought,7.4
His Perfect Day,6.0
His Precious Life,7.6
His Sweetheart,4.9
His Uncle Dudley,6.5
His Wedding Night,6.6
Hoch klingt das Lied vom U-Boot-Mann,6.9
Die Hochzeit im Excentricclub,7.9
Home Defense,6.5
The Honeymoon,7.1
The Honor System,6.9
The Honor of an Outlaw,6.4
The Hostage,5.2
A Hot Time in the Gym,3.2
Hotel Paradiso,5.8
The House Built Upon Sand,6.8
House of Cards,4.3
How Britain Prepared,5.0
A Hungry Heart,6.5
The Hungry Heart,5.9
The Hunting of the Hawk,8.2
The Hypochondriacs,5.8
I Will Repay,6.9
In the Fetters of Darkness,5.9
The Iced Bullet,7.2
Ich heirate meine Puppe,6.2
The Immigrant,7.0
"In Again, Out Again",6.5
In the Theatrical Business,5.8
Indiscreet Corinne,6.3
The Inner Shrine,6.4
The Innocent Sinner,3.9
The Interpreters,6.2
Intrigue,5.7
Invited Out,5.5
The Iron Ring,5.3
Jack and Jill,6.5
Jack and the Beanstalk,4.9
The Jaguar's Claws,5.5
The Janitors,4.3
A Jewel in Pawn,5.6
Jim Bludso,5.1
"Jimmie Dale, Alias the Grey Seal",6.0
Joan the Woman,6.7
John Ermine of Yellowstone,6.0
Juan José,4.9
The Judgment House,5.9
Jungeldrottningens smycke,5.5
The Jury of Fate,5.1
Justice,5.6
A Kentucky Cinderella,4.2
Kick In,6.6
Kidnapped,6.2
The Kingdom of Love,7.1
Korol Parizha,6.0
The Bully,5.6
A Penny's History,3.5
The Charlatan,6.4
The Lad and the Lion,5.6
Lady Barnacle,6.2
The Lair of the Wolf,6.4
The Land of Long Shadows,5.8
The Land of Promise,5.7
The Lash of Power,6.0
The Last of the Carnabys,6.7
The Last of the Night Riders,7.2
The Late Lamented,7.3
Law of the Land,6.2
The Law of the North,7.3
Leoni Leo,6.7
Küzdelem a Létért,5.6
Lest We Forget,6.9
The Last Suit,6.1
Den levande mumien,6.2
La leyenda del cementerio,6.3
"Die Liebe, sie war nur ein Traum",6.0
Life's Whirlpool,6.4
The Lifted Veil,6.9
The Light in Darkness,5.3
Like Wildfire,4.7
The Little American,5.8
The Little Duchess,5.3
Little Lost Sister,5.7
Little Miss Nobody,5.8
Little Miss Optimist,5.0
The Little Orphan,5.8
The Little Patriot,6.6
The Little Pirate,6.0
A Little Princess,5.6
The Little Shoes,6.0
The Little Terror,5.3
Lone Larry,8.6
The Lone Wolf,7.2
The Lonesome Chap,6.8
From Laramie to London,6.2
Lonesome Luke Loses Patients,7.3
Lonesome Luke on Tin Can Alley,7.2
Lonesome Luke's Honeymoon,7.6
Lonesome Luke's Lively Life,6.7
Lonesome Luke's Lovely Rifle,6.2
Lonesome Luke's Wild Women,6.7
"Lonesome Luke, Lawyer",5.0
"Lonesome Luke, Mechanic",7.8
"Lonesome Luke, Messenger",5.6
"Lonesome Luke, Plumber",6.5
The Long Trail,5.2
Lorelei of the Sea,4.9
The Lost Express,3.9
Lost and Won,5.8
Lost in Transit,6.9
Lost: A Cook,5.8
Love Aflame,4.9
The Love Doctor,6.0
Love Letters,7.4
"Love Me, Love My Biscuits",4.3
A Love Sublime,6.4
Love's Law,7.3
"Love, Laughs and Lather",6.6
The Luck That Jealousy Brought,6.0
Luke Wins Ye Ladye Faire,6.4
Luke's Busy Day,4.9
Luke's Lost Liberty,7.0
Luke's Trolley Troubles,6.7
Lulu,6.8
"La luz, tríptico de la vida moderna",5.3
Löjtnant Galenpanna,5.9
Maciste atleta,6.4
Maciste medium,5.9
Maciste poliziotto,6.7
Maciste turista,6.5
The Mad Lover,5.6
Madame Bo-Peep,6.2
Madame Du Barry,6.9
Madame Pinkette & Co,6.3
Madcap Madge,5.9
Magda,6.6
Maggie's First False Step,6.2
Magic,6.4
The Magic Vest,6.2
The Magnificent Meddler,6.4
A Maid of Belgium,6.1
A Maiden's Trust,6.9
The Mainspring,6.8
Malombra,5.9
The Man Trap,6.4
The Man Who Forgot,5.9
The Man Who Made Good,6.7
The Man Who Took a Chance,6.5
The Man Who Was Afraid,7.4
The Man Without a Country,6.8
Man and Beast,6.1
A Man and the Woman,5.6
The Man from Montana,6.0
The Man of Mystery,6.8
Man's Fate,6.6
A Man's Law,6.4
A Man's Man,5.9
Man's Woman,5.9
La mano roja,6.3
The Marcellini Millions,5.8
Mariage d'amour,5.8
A Marked Man,6.0
The Marriage Market,4.7
Married in Name Only,6.0
Mary Jane's Pa,7.3
Mary Moreland,6.0
The Mask of Love,6.1
Masked Mirth,6.6
The Mate of the Sally Ann,6.6
The Torture of Silence,5.3
Maternity,7.1
Max Comes Across,6.4
Mayblossom,5.8
Me and M'Pal,6.8
Mefisto,7.0
Mellan liv och död,5.7
Melting Millions,5.8
Men of the Desert,5.8
The Message of the Mouse,5.4
Midinettes,4.8
The Midnight Man,5.8
Might and the Man,5.0
Miljonarvet,5.2
The Millionaire Vagrant,5.3
The Millionaire's Double,6.1
The Millstone,6.2
Mine of Missing Men,6.1
The Mirror,6.1
Miss Deception,6.1
Miss Jackie of the Army,5.6
Miss Jackie of the Navy,6.0
Miss Nanny Goat at the Circus,5.7
Miss Nobody,7.2
Miss Robinson Crusoe,6.2
Miss U.S.A.,5.9
Les Misérables,6.2
Miséricorde,5.5
A Modern Cinderella,5.1
A Modern Mother Goose,5.9
A Modern Musketeer,6.3
El monedero de Cipriano,6.6
Money Madness,6.4
Money Magic,6.9
The Money Mill,6.4
The Moral Code,6.7
Moral Courage,6.0
The More Excellent Way,6.3
More Truth Than Poetry,6.3
A Mormon Maid,6.2
The Mortal Sin,5.8
The Moth,6.7
The Mother Instinct,6.2
Mother Love and the Law,5.9
Mother o' Mine,6.1
A Mother's Ideal,7.2
A Mother's Ordeal,6.4
Mothers of Men,6.7
Mountain Dew,6.3
Move On,6.2
Mr. Dolan of New York,7.3
Mr. Opp,7.5
Mrs. Balfame,7.0
The Clever Mrs. Carfax,6.2
La muerte civil,4.1
Music Hath Charms,5.3
The Musical Marvel,6.4
A Mute Appeal,5.8
Mutiny,6.3
My Father,8.5
My Lady's Dress,7.0
My Little Boy,5.2
My Mother,6.2
My Unmarried Wife,6.6
Myself,7.2
Mysteriet natten till den 25:e,5.9
The Mysterious Miss Terry,6.2
The Mysterious Mr. Tiller,5.6
The Mysterious Mrs. Musslewhite,6.3
The Mysterious Outlaw,6.4
The Mystery Ship,6.0
The Mystery of No. 47,4.9
The Mystery of the Double Cross,5.7
De mystiske fodspor,5.5
The Mystic Hour,7.2
Mystère d'une vie,6.3
Mothers of France,6.1
Nabat,7.0
Nan of Music Mountain,6.9
The Narrow Trail,5.5
The Natural Law,5.7
Nearer My God to Thee,5.9
Nearly Married,6.3
The Neglected Wife,6.2
New York Luck,6.0
The New York Peacock,5.8
"Nina, the Flower Girl",7.2
North of Fifty-Three,5.6
The New Mission of Judex,6.1
Nuts in May,5.5
O-My the Tent Mover,4.9
Az obsitos,5.7
La obsesión de Periquito,6.0
Obsession,6.5
Oh Doctor!,5.0
Oh! U-Boat,5.3
An Old Fashioned Young Man,6.2
An Old Soldier's Romance,6.3
On Dangerous Ground,7.2
On Record,6.9
On Trial,5.7
On the Level,7.5
The On-the-Square Girl,6.1
One Hour,7.2
One Law for Both,6.1
One Touch of Nature,7.3
One Touch of Sin,7.0
One of Many,6.7
Open Places,7.1
Oriental Love,7.2
Ossi's Diary,7.8
Father Sergius,5.5
Our Little Wife,5.5
Out of the Bag,5.4
Out of the Wreck,6.3
The Outlaw and the Lady,5.7
Outwitted,5.5
Over the Fence,6.0
Paddy O'Hara,6.4
The Page Mystery,7.6
The Painted Lie,6.3
The Painted Madonna,7.2
Panthea,6.7
Paradise Garden,5.8
Paradisfågeln,4.7
Le passé de Monique,5.0
Inherited Passions,4.8
Patria,5.5
The Patriot,7.2
Patsy,6.5
The Pawnbroker's Heart,5.4
Paws of the Bear,6.9
Peace on Earth,5.9
Pay Me!,6.1
The Peddler,6.4
Peggy Leads the Way,6.2
"Peggy, the Will O' the Wisp",5.9
Pension Trudchen,6.8
Perils of the West,5.0
Periwinkle,6.0
Pero el amor venció,5.7
Persuasive Peggy,5.9
The Pest,6.0
A Phantom Husband,5.9
The Phantom Shotgun,5.9
The Phantom's Secret,3.9
Pidgin Island,6.1
The Pied Piper of Hamelin,6.0
Pinched,5.8
Pinched in the Finish,6.2
Pioneer Days,6.3
The Piper's Price,7.3
A Pit-boy's Romance,6.4
The Planter,8.0
Please Help Emily,5.4
The Plow Woman,7.4
Polly Ann,5.6
Polly Redhead,5.1
Polly of the Circus,5.6
The Poor Little Rich Girl,5.1
Poppy,5.8
Pots-and-Pans Peggy,7.7
Pour épouser Gaby,6.6
Pratas Conquistador,5.8
Preparedness,6.5
The Price Mark,5.4
The Price She Paid,6.7
The Price of Her Soul,6.4
The Price of Pride,6.3
The Price of Silence,6.0
The Price of a Good Time,5.5
Pride,6.8
Pride and the Man,5.9
The Pride of New York,7.2
The Pride of the Clan,4.9
The Primitive Call,6.2
The Primrose Ring,5.2
Princess Virtue,6.4
Princess of the Dark,5.8
The Princess of Park Row,5.8
The Princess of Patches,6.8
The Princess' Necklace,5.8
The Prison Without Walls,6.4
The Promise,6.6
The Prospectors,5.6
El protegido de Satán,6.1
Public Be Damned,5.1
Public Defender,5.7
Public Prosecutor,6.1
The Pullman Bride,5.4
The Pulse of Life,5.5
The Purple Mask,6.3
The Purple Scar,5.4
